English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Afrikaans Word
accursed	1	0	0	1	0	1	0	1	0	0	vervloek
accusation	1	0	1	0	0	1	0	0	0	0	beskuldiging
accusative	0	0	0	0	0	1	0	0	0	0	akkusatief
accused	1	0	0	1	0	1	0	0	0	0	beskuldigde
accuser	1	0	0	1	0	1	0	0	0	0	aanklaer
accusing	1	0	0	1	0	1	0	0	0	0	beskuldigend
accustomed	0	0	0	0	0	0	0	0	0	0	gewoond is
ace	0	0	0	0	0	0	1	0	0	0	aas
acetic	0	0	0	0	0	0	0	0	0	0	asyn
ache	0	0	0	0	0	1	0	1	0	0	pyn
achieve	0	0	0	0	1	0	1	0	0	1	bereik
achievement	0	1	0	0	1	0	1	0	0	1	prestasie
aching	0	0	0	0	0	1	0	1	0	0	seer
acid	0	0	0	0	0	1	0	0	0	0	suur
acidity	0	0	0	0	0	0	0	0	0	0	suurheid
acknowledge	0	0	0	0	0	0	0	0	0	0	erken
acknowledged	0	0	0	0	0	0	0	0	0	0	erken
acknowledgment	0	0	0	0	0	0	1	0	0	0	erkenning
acme	0	0	0	0	0	0	0	0	0	0	acme
acoustic	0	0	0	0	0	0	0	0	0	0	akoesties
acoustics	0	0	0	0	0	0	0	0	0	0	akoestiek
acquaint	0	0	0	0	0	0	0	0	0	0	kennis maak
acquaintance	0	0	0	0	0	0	0	0	0	0	kennismaking
acquainted	0	0	0	0	0	0	0	0	0	0	vertroud
acquiescence	0	0	0	0	0	0	0	0	0	0	instemming
acquire	0	0	0	0	0	0	1	0	0	0	verkry
acquiring	0	1	0	0	0	0	1	0	0	0	verkry
acquisition	0	0	0	0	0	0	0	0	0	0	verkryging
acquisitions	0	0	0	0	0	0	0	0	0	0	verkrygings
acreage	0	0	0	0	0	0	0	0	0	0	oppervlakte
acres	0	0	0	0	0	0	0	0	0	0	hektaar
acrobat	0	0	0	1	1	0	1	0	0	1	akrobaat
act	0	0	0	0	0	0	0	0	0	0	daad
acting	0	0	0	0	0	0	0	0	0	0	toneelspel
action	0	0	0	0	0	0	1	0	0	0	aksie
actionable	1	0	1	0	0	1	0	0	0	0	optreebaar
active	0	0	0	0	0	0	0	0	0	0	aktief
activity	0	0	0	0	0	0	0	0	0	0	aktiwiteit
actor	0	0	0	0	0	0	0	0	0	0	akteur
actual	0	0	0	0	0	0	1	0	0	0	werklike
actuality	0	0	0	0	0	0	0	0	0	0	aktualiteit
actuary	0	0	0	0	0	0	0	0	0	0	aktuaris
acuity	0	0	0	0	0	0	1	0	0	0	skerpte
acumen	0	0	0	0	0	0	1	0	0	0	skerpsinnigheid
acupuncture	0	0	0	0	0	0	0	0	0	0	akupunktuur
acutely	0	0	0	0	0	0	0	0	0	0	akuut
adage	0	0	0	0	0	0	0	0	0	0	spreekwoord
adamant	0	0	0	0	0	0	0	0	0	0	vasbeslote
adapt	0	0	0	0	0	0	1	0	0	0	aanpas
adaptable	0	0	0	0	0	0	1	0	0	0	aanpasbaar
add	0	0	0	0	0	0	0	0	0	0	byvoeg
added	0	0	0	0	0	0	0	0	0	0	bygevoeg
addendum	0	0	0	0	0	0	0	0	0	0	addendum
adder	1	0	1	1	0	1	0	1	0	0	adder
addiction	0	0	0	0	0	1	0	0	0	0	verslawing
addition	0	0	0	0	0	0	0	0	0	0	toevoeging
additional	0	0	0	0	0	0	0	0	0	0	bykomende
additive	0	0	0	0	0	0	0	0	0	0	toevoeging
address	0	0	0	0	0	0	0	0	0	0	adres
addressee	0	0	0	0	0	0	0	0	0	0	geadresseerde
addresses	0	1	0	0	0	0	1	0	0	0	adresse
adept	0	0	0	0	0	0	1	0	0	0	bedrewe
adequacy	0	0	0	0	0	0	1	0	0	0	toereikendheid
adequate	0	0	0	0	0	0	0	0	0	0	voldoende
adhere	0	0	0	0	0	0	0	0	0	0	aanhang
adherence	0	0	0	0	0	0	0	0	0	0	nakoming
adherent	0	0	0	0	0	0	0	0	0	0	aanhanger
adhering	0	0	0	0	0	0	0	0	0	1	aanhang
adhesion	0	0	0	0	0	0	0	0	0	0	adhesie
adhesive	0	0	0	0	0	0	0	0	0	0	kleefmiddel
adieu	0	0	0	0	0	0	0	0	0	0	adieu
adipose	0	0	0	0	0	1	0	0	0	0	vettig
adjacency	0	0	0	0	0	0	0	0	0	0	aangrensing
adjacent	0	0	0	0	0	0	0	0	0	0	aangrensend
adjective	0	0	0	0	0	0	0	0	0	0	byvoeglike naamwoord
adjoining	0	0	0	0	0	0	0	0	0	0	aangrensend
adjourn	0	0	0	0	0	0	0	0	0	0	verdaag
adjournment	0	0	0	0	0	0	0	0	0	0	uitstel
adjudicate	0	0	0	1	0	1	0	0	0	0	beoordeel
adjudication	0	0	0	0	0	0	0	0	0	0	beoordeling
adjunct	0	0	0	0	0	0	1	0	0	0	byvoegsel
adjust	0	0	0	0	0	0	0	0	0	0	aanpas
adjustment	0	0	0	0	0	0	0	0	0	0	aanpassing
adjuvant	0	0	0	0	0	0	0	0	0	0	byvoegsel
administer	0	0	0	0	0	0	0	0	0	0	administreer
administration	0	0	0	0	0	0	0	0	0	0	administrasie
administrative	0	0	0	0	0	0	0	0	0	1	administratiewe
admirable	0	0	0	0	1	0	1	0	0	1	bewonderenswaardig
admiral	0	0	0	0	0	0	1	0	0	1	admiraal
admiralty	0	0	0	0	0	0	0	0	0	0	admiraliteit
admiration	0	0	0	0	1	0	1	0	0	1	bewondering
admire	0	0	0	0	0	0	1	0	0	1	bewonder
admirer	0	0	0	0	0	0	1	0	0	0	bewonderaar
admissibility	0	0	0	0	0	0	0	0	0	0	toelaatbaarheid
admissible	0	0	0	0	0	0	1	0	0	1	toelaatbaar
admission	0	0	0	0	0	0	0	0	0	0	toegang
admit	0	0	0	0	0	0	0	0	0	0	erken
admittance	0	0	0	0	0	0	0	0	0	0	toelating
admitted	0	0	0	0	0	0	0	0	0	0	erken
admitting	0	0	0	0	0	0	0	0	0	0	erken
admixture	0	0	0	0	0	0	0	0	0	0	vermenging
admonition	0	0	0	1	0	1	0	0	0	0	vermaning
ado	0	0	0	0	0	0	0	0	0	0	ado
adobe	0	0	0	0	0	0	0	0	0	0	adobe
adolescence	0	0	0	0	0	0	0	0	0	0	adolessensie
adolescent	0	0	0	0	0	0	0	0	0	0	adolessent
adopt	0	0	0	0	0	0	0	0	0	0	aanneem
adoption	0	0	0	0	0	0	0	0	0	0	aanneming
adorable	0	0	0	0	1	0	1	0	0	0	skatryk
adoration	0	0	0	0	1	0	1	0	0	1	aanbidding
adore	0	1	0	0	1	0	1	0	0	1	aanbid
adorn	0	0	0	0	0	0	0	0	0	0	versier
adornment	0	0	0	0	0	0	0	0	0	0	versiering
adrift	0	1	0	1	0	1	0	1	0	0	dryf
adult	0	0	0	0	0	0	0	0	0	0	volwassene
adulterated	0	0	0	0	0	1	0	0	0	0	vervals
adultery	0	0	1	0	0	1	0	1	0	0	owerspel
advance	0	1	0	1	1	0	1	0	1	0	vooruit
advanced	0	0	0	0	0	0	1	0	0	0	gevorderd
advancement	0	0	0	0	0	0	1	0	0	0	vooruitgang
advancing	0	0	0	0	0	0	0	0	0	0	vorder
advantage	0	0	0	0	0	0	1	0	0	0	voordeel
advantageous	0	0	0	0	0	0	1	0	0	0	voordelig
advent	0	1	0	0	1	0	1	0	0	1	koms
adventure	0	1	0	0	0	0	1	0	0	0	avontuur
adventurer	0	0	0	0	0	0	0	0	0	0	avonturier
adventurous	0	0	0	0	0	0	1	0	0	0	avontuurlustig
adversary	1	0	0	0	0	1	0	0	0	0	teenstander
adverse	1	0	1	1	0	1	0	1	0	0	nadelig
adversity	1	0	0	1	0	1	0	1	0	0	teëspoed
advertise	0	0	0	0	0	0	0	0	0	0	adverteer
advertisement	0	0	0	0	0	0	0	0	0	0	advertensie
advice	0	0	0	0	0	0	0	0	0	1	raad
advisable	0	0	0	0	0	0	1	0	0	1	raadsaam
advise	0	0	0	0	0	0	1	0	0	1	adviseer
advised	0	0	0	0	0	0	0	0	0	1	aangeraai
advisement	0	0	0	0	0	0	0	0	0	0	advies
adviser	0	0	0	0	0	0	1	0	0	1	adviseur
advocacy	1	1	0	0	1	0	1	0	0	1	voorspraak
advocate	0	0	0	0	0	0	0	0	0	1	advokaat
aegis	0	0	0	0	0	0	0	0	0	0	aegis
aeration	0	0	0	0	0	0	0	0	0	0	deurlugting
aerial	0	0	0	0	0	0	0	0	0	0	lugfoto
aerodrome	0	0	0	0	0	0	0	0	0	0	vliegveld
aerodynamics	0	0	0	0	0	0	0	0	0	0	aërodinamika
aeronautics	0	0	0	0	0	0	0	0	0	0	lugvaartkunde
aeroplane	0	0	0	0	0	0	0	0	0	0	vliegtuig
aesthetic	0	0	0	0	0	0	1	0	0	0	estetiese
aesthetics	0	0	0	0	1	0	1	0	0	0	estetika
aetiology	0	0	0	0	0	0	0	0	0	0	etiologie
afar	0	0	0	0	0	0	0	0	0	0	ver
affable	0	0	0	0	0	0	1	0	0	0	vriendelik
affair	0	0	0	0	0	0	0	0	0	0	saak
affecting	0	0	0	0	0	0	0	0	0	0	beïnvloed
affection	0	0	0	0	1	0	1	0	0	1	toegeneentheid
affections	0	0	0	0	0	0	0	0	0	0	toegeneenthede
affiche	0	0	0	0	0	0	0	0	0	0	affiche
affidavit	0	0	0	0	0	0	0	0	0	0	beëdigde verklaring
affiliated	0	0	0	0	0	0	1	0	0	0	geaffilieer
affiliation	0	0	0	0	0	0	0	0	0	0	affiliasie
affinity	0	0	0	0	0	0	0	0	0	0	affiniteit
affirm	0	0	0	0	0	0	1	0	0	1	bevestig
affirmation	0	0	0	0	0	0	1	0	0	0	bevestiging
affirmative	0	0	0	0	0	0	1	0	0	0	regstellende
affirmatively	0	0	0	0	0	0	1	0	0	1	bevestigend
affix	0	0	0	0	0	0	0	0	0	0	aanbring
afflict	0	0	0	1	0	1	0	1	0	0	aandoen
afflicted	0	0	0	0	0	1	0	0	0	0	geteister
affliction	0	0	1	1	0	1	0	1	0	0	ellende
affluence	0	0	0	0	1	0	1	0	0	0	welvaart
affluent	0	0	0	0	0	0	1	0	0	0	welaf
afford	0	0	0	0	0	0	1	0	0	0	bekostig
affront	1	0	1	1	0	1	0	1	1	0	beledig
afield	0	0	0	0	0	0	0	0	0	0	weg
afore	0	0	0	0	0	0	0	0	0	0	voorheen
aforementioned	0	0	0	0	0	0	0	0	0	0	bogenoemde
aforesaid	0	0	0	0	0	0	0	0	0	0	voormelde
afraid	0	0	0	1	0	1	0	0	0	0	bang
afresh	0	0	0	0	0	0	0	0	0	0	nuut
aft	0	0	0	0	0	0	0	0	0	0	agter
aftermath	1	0	1	1	0	1	0	1	0	0	nasleep
afternoon	0	0	0	0	0	0	0	0	0	0	middag
aftertaste	0	0	0	0	0	1	0	0	0	0	nasmaak
afterthought	0	0	0	0	0	0	0	0	0	0	nagedagte
aga	0	0	0	1	0	0	1	0	0	1	aga
agate	0	0	0	0	0	0	0	0	0	0	agaat
age	0	0	0	0	0	0	0	0	0	0	ouderdom
aged	0	0	0	0	0	0	0	0	0	0	bejaardes
agency	0	0	0	0	0	0	0	0	0	0	agentskap
agent	0	0	0	0	0	0	0	0	0	0	agent
agglomeration	0	0	0	0	0	0	0	0	0	0	agglomerasie
aggravated	1	0	0	0	0	1	0	0	0	0	vererger
aggravating	1	0	0	0	0	1	0	1	0	0	verswarende
aggravation	1	0	1	0	0	1	0	0	0	0	verergering
aggregate	0	0	0	0	0	0	0	0	0	0	totaal
aggregation	0	0	0	0	0	0	0	0	0	0	samevoeging
aggression	1	0	0	1	0	1	0	0	0	0	aggressie
aggressive	1	0	0	1	0	1	0	0	0	0	aggressief
aggressor	1	0	0	1	0	1	0	0	0	0	aggressor
aghast	0	0	1	1	0	1	0	0	1	0	ontsteld
agile	0	0	0	0	0	0	1	0	0	0	behendig
agility	0	0	0	0	0	0	1	0	0	0	behendigheid
agitated	1	0	0	0	0	1	0	0	0	0	geroer
agitation	1	0	0	0	0	1	0	0	0	0	agitasie
agnostic	0	0	0	0	0	0	0	0	0	0	agnosties
ago	0	0	0	0	0	0	0	0	0	0	gelede
agonizing	0	0	0	1	0	1	0	0	0	0	pynlik
agony	1	0	0	1	0	1	0	1	0	0	angs
agree	0	0	0	0	0	0	1	0	0	0	stem saam
agreeable	0	0	0	0	0	0	1	0	0	1	aangenaam
agreed	0	0	0	0	0	0	1	0	0	1	ingestem
agreeing	0	0	0	0	0	0	1	0	0	1	saamstem
agreement	0	0	0	0	0	0	1	0	0	1	ooreenkoms
agricultural	0	0	0	0	0	0	0	0	0	0	landbou
agriculture	0	0	0	0	0	0	1	0	0	0	landbou
aground	0	0	0	0	0	1	0	0	0	0	gestrand
agua	0	0	0	0	0	0	0	0	0	0	agua
ahead	0	0	0	0	0	0	1	0	0	0	vorentoe
aid	0	0	0	0	0	0	1	0	0	0	hulp
aiding	0	0	0	0	0	0	1	0	0	0	help
ail	0	0	0	0	0	1	0	1	0	0	ail
ailing	0	0	0	1	0	1	0	1	0	0	siek
ailment	0	0	0	0	0	0	0	0	0	0	kwaal
aim	0	0	0	0	0	0	0	0	0	0	mik
aimless	0	0	0	0	0	1	0	0	0	0	doelloos
air	0	0	0	0	0	0	0	0	0	0	lug
airbag	0	0	0	0	0	0	0	0	0	0	lugsak
airlift	0	0	0	0	0	0	0	0	0	0	lugbrug
airline	0	0	0	0	0	0	0	0	0	0	lugredery
airman	0	0	0	0	0	0	0	0	0	0	lugman
airplane	0	0	0	0	0	0	0	0	0	0	vliegtuig
airport	0	1	0	0	0	0	0	0	0	0	lughawe
airs	0	0	1	0	0	1	0	0	0	0	uitsaai
airship	0	0	0	0	0	0	0	0	0	0	lugskip
aisle	0	0	0	0	0	0	0	0	0	0	gang
ait	0	0	0	0	0	0	0	0	0	0	ait
ajar	0	0	0	0	0	0	0	0	0	0	oop
akin	0	0	0	0	0	0	0	0	0	1	soortgelyk
alabaster	0	0	0	0	0	0	1	0	0	0	albaster
alarm	0	0	0	1	0	1	0	0	1	0	alarm
alarming	0	0	0	1	0	1	0	0	1	0	kommerwekkend
alb	0	0	0	0	0	0	0	0	0	1	alb
album	0	0	0	0	0	0	0	0	0	0	album
alchemy	0	0	0	0	0	0	0	0	0	0	alchemie
alcohol	0	0	0	0	0	0	0	0	0	0	alkohol
alcoholism	1	0	1	1	0	1	0	1	0	0	alkoholisme
alcove	0	0	0	0	0	0	0	0	0	0	alkoof
alert	0	0	0	0	0	0	0	0	0	0	waarskuwing
alertness	0	1	0	1	0	0	1	0	1	0	waaksaamheid
alerts	0	1	0	1	0	0	0	0	1	0	waarskuwings
alfalfa	0	0	0	0	0	0	0	0	0	0	lusern
algebra	0	0	0	0	0	0	0	0	0	0	algebra
algebraic	0	0	0	0	0	0	0	0	0	0	algebraïes
algorithm	0	0	0	0	0	0	0	0	0	0	algoritme
alibi	0	0	0	0	0	0	0	0	0	0	alibi
alien	0	0	1	1	0	1	0	0	0	0	vreemdeling
alienate	1	0	1	0	0	1	0	0	0	0	vervreem
alienated	0	0	0	0	0	1	0	1	0	0	vervreemd
alienation	1	0	1	1	0	1	0	1	0	0	vervreemding
alight	0	0	0	0	0	0	0	0	0	0	brand
aligned	0	0	0	0	0	0	0	0	0	0	belyn
alignment	0	0	0	0	0	0	0	0	0	0	belyning
alike	0	0	0	0	0	0	0	0	0	0	eenders
alimentation	0	0	0	0	0	0	1	0	0	0	voeding
alimony	0	0	0	0	0	1	0	0	0	0	onderhoud
aliquot	0	0	0	0	0	0	0	0	0	0	aliquot
alive	0	1	0	0	1	0	1	0	0	1	lewendig
alkali	0	0	0	0	0	0	0	0	0	0	alkali
alkaloids	0	0	0	0	0	0	0	0	0	0	alkaloïede
allay	0	0	0	0	0	0	1	0	0	0	besweer
allegation	1	0	0	0	0	1	0	0	0	0	bewering
allege	0	0	0	0	0	1	0	0	0	0	beweer
alleged	0	0	0	0	0	0	0	0	0	0	beweer
allegiance	0	0	0	0	0	0	1	0	0	1	getrouheid
allegorical	0	0	0	0	0	0	0	0	0	0	allegories
allegory	0	0	0	0	0	0	0	0	0	0	allegorie
allegro	0	0	0	0	0	0	1	0	0	0	allegro
alleviate	0	0	0	0	0	0	1	0	0	0	verlig
alleviation	0	0	0	0	0	0	1	0	0	0	verligting
alley	0	0	0	0	0	0	0	0	0	0	stegie
alliance	0	0	0	0	0	0	0	0	0	1	alliansie
allied	0	0	0	0	0	0	1	0	0	1	geallieerde
alligator	0	0	0	0	0	0	0	0	0	0	krokodil
allocate	0	0	0	0	0	0	0	0	0	0	toeken
allocation	0	0	0	0	0	0	0	0	0	0	toekenning
allot	0	0	0	0	0	0	0	0	0	0	toeken
allotment	0	0	0	0	0	0	0	0	0	0	toekenning
allowable	0	0	0	0	0	0	1	0	0	0	toelaatbaar
allowance	0	0	0	0	0	0	0	0	0	0	toelae
allowed	0	0	0	0	0	0	0	0	0	0	toegelaat
alloy	0	0	0	0	0	0	0	0	0	0	legering
allure	0	1	0	0	1	0	1	0	1	0	aanloklikheid
alluring	0	0	0	0	0	0	1	0	0	0	aanloklik
allusion	0	0	0	0	0	0	0	0	0	0	sinspeling
alluvial	0	0	0	0	0	0	0	0	0	0	alluviale
ally	0	0	0	0	0	0	1	0	0	1	bondgenoot
almanac	0	0	0	0	0	0	0	0	0	0	almanak
almighty	0	0	0	0	0	0	1	0	0	0	almagtig
aloft	0	0	0	0	0	0	0	0	0	0	omhoog
aloha	0	1	0	0	1	0	1	0	0	0	aloha
alongside	0	0	0	0	0	0	0	0	0	0	langsaan
aloof	0	0	0	0	0	1	0	0	0	0	afsydig
aloud	0	0	0	0	0	0	0	0	0	0	hardop
alphabet	0	0	0	0	0	0	0	0	0	0	alfabet
alphabetical	0	0	0	0	0	0	0	0	0	0	alfabeties
altar	0	0	0	0	0	0	0	0	0	0	altaar
alter	0	0	0	0	0	0	0	0	0	0	verander
alteration	0	0	0	0	0	0	0	0	0	0	verandering
altercation	1	0	0	0	0	1	0	0	0	0	woordewisseling
altered	0	0	0	0	0	0	0	0	0	0	verander
alternate	0	0	0	0	0	0	0	0	0	0	afwissel
alternative	0	0	0	0	0	0	0	0	0	0	alternatief
altitude	0	0	0	0	0	0	0	0	0	0	hoogte
alto	0	0	0	0	0	0	0	0	0	0	alt
altogether	0	0	0	0	0	0	0	0	0	0	geheel en al
alumnus	0	0	0	0	0	0	0	0	0	0	alumnus
alveolar	0	0	0	0	0	0	0	0	0	0	alveolêre
amalgam	0	0	0	0	0	0	0	0	0	0	amalgaam
amalgamation	0	0	0	0	0	0	0	0	0	0	samesmelting
amass	0	0	0	0	0	0	0	0	0	0	versamel
amateur	0	0	0	0	0	0	0	0	0	0	amateur
amaze	0	0	0	0	0	0	0	0	1	0	verstom
amazement	0	0	0	0	0	0	0	0	0	0	verbasing
amazingly	0	0	0	0	1	0	1	0	1	0	verbasend
ambassador	0	0	0	0	0	0	1	0	0	1	ambassadeur
amber	0	0	0	0	0	0	0	0	0	0	Amber
ambient	0	0	0	0	0	0	0	0	0	0	omgewing
ambiguity	0	0	0	0	0	0	0	0	0	0	dubbelsinnigheid
ambiguous	0	0	0	0	0	1	0	0	0	0	dubbelsinnig
ambit	0	0	0	0	0	0	0	0	0	0	omvang
ambition	0	1	0	0	1	0	1	0	0	1	ambisie
ambitious	0	0	0	0	0	0	0	0	0	0	ambisieus
ambulance	0	0	0	1	0	0	0	0	0	1	ambulans
ambush	1	0	0	1	0	1	0	0	1	0	hinderlaag
ameliorate	0	0	0	0	0	0	1	0	0	0	verbeter
amen	0	0	0	0	1	0	1	0	0	1	amen
amenable	0	0	0	0	0	0	1	0	0	0	vatbaar
amend	0	0	0	0	0	0	1	0	0	0	wysig
amendment	0	0	0	0	0	0	0	0	0	0	wysiging
amends	0	0	0	0	0	0	1	0	0	0	wysig
amenity	0	0	0	0	0	0	1	0	0	0	gerief
amethyst	0	0	0	0	0	0	0	0	0	0	ametis
amiable	0	0	0	0	0	0	1	0	0	0	vriendelik
amicable	0	0	0	0	1	0	1	0	0	0	vriendskaplik
amid	0	0	0	0	0	0	0	0	0	0	te midde van
amidst	0	0	0	0	0	0	0	0	0	0	te midde van
ammonia	0	0	1	0	0	0	0	0	0	0	ammoniak
ammunition	0	0	0	0	0	0	0	0	0	0	ammunisie
amnesia	0	0	0	0	0	1	0	0	0	0	geheueverlies
amnesty	0	0	0	0	1	0	1	0	0	0	amnestie
amorphous	0	0	0	0	0	0	0	0	0	0	amorf
amortization	0	0	0	0	0	0	0	0	0	1	amortisasie
amount	0	0	0	0	0	0	0	0	0	0	bedrag
amour	0	1	0	0	1	0	1	0	0	1	amour
ampersand	0	0	0	0	0	0	0	0	0	0	ampersand
amphetamines	0	0	1	0	0	1	0	0	0	0	amfetamiene
amphibian	0	0	0	0	0	0	0	0	0	0	amfibie
amphibious	0	0	0	0	0	0	0	0	0	0	amfibiese
amphitheater	0	0	0	0	0	0	0	0	0	0	amfiteater
amplification	0	0	0	0	0	0	0	0	0	0	versterking
amplify	0	0	0	0	0	0	0	0	0	0	versterk
