English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Greek Word
abrasion	0	0	0	0	0	1	0	0	0	0	τριβή
abroad	0	0	0	0	0	0	0	0	0	0	στο εξωτερικο
abrogate	0	0	0	0	0	1	0	0	0	0	ακυρώνω
abrupt	0	0	0	0	0	0	0	0	1	0	απότομος
abruptly	0	0	0	0	0	0	0	0	0	0	απότομα
abscess	0	0	0	0	0	1	0	1	0	0	απόστημα
absence	0	0	0	1	0	1	0	1	0	0	απουσία
absent	0	0	0	0	0	1	0	1	0	0	απών
absentee	0	0	0	0	0	1	0	1	0	0	απών
absenteeism	0	0	0	0	0	1	0	0	0	0	κατά συνήθεια απουσία
absinthe	0	0	0	0	0	0	0	0	0	0	αψέντι
absolute	0	0	0	0	0	0	1	0	0	0	απόλυτος
absolution	0	0	0	0	1	0	1	0	0	1	απαλλαγή
absorbed	0	0	0	0	0	0	1	0	0	0	απορροφάται
absorbent	0	0	0	0	0	0	0	0	0	0	απορροφητικό
absorbing	0	0	0	0	0	0	0	0	0	0	απορρόφηση
absorption	0	0	0	0	0	0	0	0	0	0	απορρόφηση
abstain	0	0	0	0	0	0	0	0	0	0	απέχω
abstention	0	0	0	0	0	0	0	0	0	0	αποχή
abstinence	0	0	0	0	0	0	0	0	0	0	αποχή
abstract	0	0	0	0	0	0	0	0	0	0	αφηρημένη
abstraction	0	0	0	0	0	0	0	0	0	0	αφαίρεση
absurd	0	0	0	0	0	1	0	0	0	0	παράλογος
absurdity	0	0	0	0	0	1	0	0	0	0	παραλογισμός
abundance	0	1	1	0	1	1	1	0	0	1	αφθονία
abundant	0	0	0	0	1	0	1	0	0	0	άφθονος
abuse	1	0	1	1	0	1	0	1	0	0	κατάχρηση
abutment	0	0	0	0	0	0	0	0	0	0	στήριγμα
aby	0	0	0	0	0	0	0	0	0	0	aby
abysmal	0	0	0	0	0	1	0	1	0	0	αβυσσαλέος
abyss	0	0	0	1	0	1	0	1	0	0	άβυσσος
academic	0	0	0	0	0	0	1	0	0	1	ακαδημαϊκός
academy	0	0	0	0	0	0	1	0	0	0	ακαδημία
accede	0	0	0	0	0	0	0	0	0	0	ανέρχομαι
accelerate	0	1	0	0	0	0	0	0	0	0	επιταχύνω
acceleration	0	0	0	0	0	0	0	0	0	0	επιτάχυνση
accent	0	0	0	0	0	0	0	0	0	0	προφορά
accentuate	0	0	0	0	0	0	0	0	0	0	τονίζω
accept	0	0	0	0	0	0	0	0	0	0	αποδέχομαι
acceptable	0	0	0	0	0	0	1	0	0	0	δεκτός
acceptance	0	0	0	0	0	0	1	0	0	0	αποδοχή
access	0	0	0	0	0	0	0	0	0	0	πρόσβαση
accessible	0	0	0	0	0	0	1	0	0	0	προσιτός
accession	0	0	0	0	0	0	0	0	0	0	ένταξη
accessory	0	0	0	0	0	0	0	0	0	0	αξεσουάρ
accident	0	0	0	1	0	1	0	1	1	0	ατύχημα
accidental	0	0	0	1	0	1	0	0	1	0	τυχαίος
accidentally	0	0	0	0	0	0	0	0	1	0	κατά λάθος
accolade	0	1	0	0	1	0	1	0	1	1	χειροτονία ιππότου
accommodate	0	0	0	0	0	0	0	0	0	0	φιλοξενώ
accommodation	0	0	0	0	0	0	1	0	0	0	κατάλυμα
accompaniment	0	1	0	0	1	0	1	0	0	1	συνοδεία
accompany	0	0	0	0	0	0	0	0	0	0	συνοδεύω
accompanying	0	0	0	0	0	0	0	0	0	0	συνοδευτικά
accomplice	0	0	0	0	0	0	0	0	0	0	συνένοχος
accomplish	0	0	0	0	1	0	1	0	0	0	ολοκληρώσει
accomplished	0	0	0	0	1	0	1	0	0	0	τέλειος
accomplishment	0	0	0	0	0	0	1	0	0	0	εκπλήρωση
accord	0	0	0	0	0	0	1	0	0	1	συμφωνία
accordance	0	0	0	0	0	0	0	0	0	0	συμφωνία
accordion	0	0	0	0	0	0	0	0	0	0	ακορντεόν
account	0	0	0	0	0	0	0	0	0	1	λογαριασμός
accountability	0	0	0	0	0	0	1	0	0	1	Ευθύνη
accountable	0	0	0	0	0	0	1	0	0	1	υπεύθυνος
accountant	0	0	0	0	0	0	0	0	0	1	λογιστής
accounting	0	0	0	0	0	0	0	0	0	0	λογιστική
accounts	0	0	0	0	0	0	0	0	0	1	λογαριασμούς
accredited	0	0	0	0	0	0	1	0	0	1	διαπιστευμένος
accretion	0	0	0	0	0	0	0	0	0	0	επικάθηση
accrue	0	0	0	0	0	0	0	0	0	0	αυξάνω
accueil	0	0	0	0	0	0	1	0	0	0	επιτεύχομαι
accumulate	0	0	0	0	0	0	0	0	0	0	συσσωρεύω
accumulation	0	0	0	0	0	0	0	0	0	0	συσσώρευση
accuracy	0	0	0	0	0	0	0	0	0	0	ακρίβεια
accurate	0	0	0	0	0	0	1	0	0	1	ακριβής
accursed	1	0	0	1	0	1	0	1	0	0	αθεόφοβος
accusation	1	0	1	0	0	1	0	0	0	0	κατηγορία
accusative	0	0	0	0	0	1	0	0	0	0	αιτιατική
accused	1	0	0	1	0	1	0	0	0	0	κατηγορούμενος
accuser	1	0	0	1	0	1	0	0	0	0	κατήγορος
accusing	1	0	0	1	0	1	0	0	0	0	κατηγορώντας
accustomed	0	0	0	0	0	0	0	0	0	0	συνηθισμένος
ace	0	0	0	0	0	0	1	0	0	0	άσσος
acetic	0	0	0	0	0	0	0	0	0	0	οξικός
ache	0	0	0	0	0	1	0	1	0	0	πόνος
achieve	0	0	0	0	1	0	1	0	0	1	φέρνω σε πέρας
achievement	0	1	0	0	1	0	1	0	0	1	κατόρθωμα
aching	0	0	0	0	0	1	0	1	0	0	οδυνηρός
acid	0	0	0	0	0	1	0	0	0	0	οξύ
acidity	0	0	0	0	0	0	0	0	0	0	οξύτητα
acknowledge	0	0	0	0	0	0	0	0	0	0	αναγνωρίζω
acknowledged	0	0	0	0	0	0	0	0	0	0	αναγνώρισε
acknowledgment	0	0	0	0	0	0	1	0	0	0	αναγνώριση
acme	0	0	0	0	0	0	0	0	0	0	ακμή
acoustic	0	0	0	0	0	0	0	0	0	0	ακουστικός
acoustics	0	0	0	0	0	0	0	0	0	0	ακουστική
acquaint	0	0	0	0	0	0	0	0	0	0	κάνω γνωστό
acquaintance	0	0	0	0	0	0	0	0	0	0	γνωριμία
acquainted	0	0	0	0	0	0	0	0	0	0	γνωστός
acquiescence	0	0	0	0	0	0	0	0	0	0	συναίνεση
acquire	0	0	0	0	0	0	1	0	0	0	αποκτώ
acquiring	0	1	0	0	0	0	1	0	0	0	αποκτώντας
acquisition	0	0	0	0	0	0	0	0	0	0	απόκτηση
acquisitions	0	0	0	0	0	0	0	0	0	0	εξαγορές
acreage	0	0	0	0	0	0	0	0	0	0	έμβαδο στρεμμάτων
acres	0	0	0	0	0	0	0	0	0	0	στρέμματα
acrobat	0	0	0	1	1	0	1	0	0	1	ακροβάτης
act	0	0	0	0	0	0	0	0	0	0	υποκρίνομαι
acting	0	0	0	0	0	0	0	0	0	0	ηθοποιία
action	0	0	0	0	0	0	1	0	0	0	δράση
actionable	1	0	1	0	0	1	0	0	0	0	δικάσιμος
active	0	0	0	0	0	0	0	0	0	0	ενεργός
activity	0	0	0	0	0	0	0	0	0	0	δραστηριότητα
actor	0	0	0	0	0	0	0	0	0	0	ηθοποιός
actual	0	0	0	0	0	0	1	0	0	0	πραγματικός
actuality	0	0	0	0	0	0	0	0	0	0	πραγματικότητα
actuary	0	0	0	0	0	0	0	0	0	0	αναλογιστής
acuity	0	0	0	0	0	0	1	0	0	0	οξύτητα
acumen	0	0	0	0	0	0	1	0	0	0	οξύνοια
acupuncture	0	0	0	0	0	0	0	0	0	0	βελονισμός
acutely	0	0	0	0	0	0	0	0	0	0	οξεία
adage	0	0	0	0	0	0	0	0	0	0	παροιμία
adamant	0	0	0	0	0	0	0	0	0	0	αμετάπειστος
adapt	0	0	0	0	0	0	1	0	0	0	προσαρμόζω
adaptable	0	0	0	0	0	0	1	0	0	0	προσαρμόσιμος
add	0	0	0	0	0	0	0	0	0	0	Προσθήκη
added	0	0	0	0	0	0	0	0	0	0	προστέθηκε
addendum	0	0	0	0	0	0	0	0	0	0	προσθήκη
adder	1	0	1	1	0	1	0	1	0	0	αθροιστής
addiction	0	0	0	0	0	1	0	0	0	0	εθισμός
addition	0	0	0	0	0	0	0	0	0	0	πρόσθεση
additional	0	0	0	0	0	0	0	0	0	0	πρόσθετος
additive	0	0	0	0	0	0	0	0	0	0	πρόσθετος
address	0	0	0	0	0	0	0	0	0	0	διεύθυνση
addressee	0	0	0	0	0	0	0	0	0	0	αποδέκτης
addresses	0	1	0	0	0	0	1	0	0	0	διευθύνσεις
adept	0	0	0	0	0	0	1	0	0	0	έμπειρος
adequacy	0	0	0	0	0	0	1	0	0	0	επάρκεια
adequate	0	0	0	0	0	0	0	0	0	0	επαρκής
adhere	0	0	0	0	0	0	0	0	0	0	εμμένω
adherence	0	0	0	0	0	0	0	0	0	0	προσκόλληση
adherent	0	0	0	0	0	0	0	0	0	0	οπαδός
adhering	0	0	0	0	0	0	0	0	0	1	προσκολλώντας
adhesion	0	0	0	0	0	0	0	0	0	0	προσκόλληση
adhesive	0	0	0	0	0	0	0	0	0	0	συγκολλητικός
adieu	0	0	0	0	0	0	0	0	0	0	αντίο
adipose	0	0	0	0	0	1	0	0	0	0	λιπώδης
adjacency	0	0	0	0	0	0	0	0	0	0	γειτνίαση
adjacent	0	0	0	0	0	0	0	0	0	0	γειτονικός
adjective	0	0	0	0	0	0	0	0	0	0	επίθετο
adjoining	0	0	0	0	0	0	0	0	0	0	παρακείμενος
adjourn	0	0	0	0	0	0	0	0	0	0	διακόπτω
adjournment	0	0	0	0	0	0	0	0	0	0	αναβολή
adjudicate	0	0	0	1	0	1	0	0	0	0	επιδικάζω
adjudication	0	0	0	0	0	0	0	0	0	0	επιδίκαση
adjunct	0	0	0	0	0	0	1	0	0	0	παρεπόμενο
adjust	0	0	0	0	0	0	0	0	0	0	προσαρμόζω
adjustment	0	0	0	0	0	0	0	0	0	0	προσαρμογή
adjuvant	0	0	0	0	0	0	0	0	0	0	επικουρικό
administer	0	0	0	0	0	0	0	0	0	0	διαχειρίζομαι
administration	0	0	0	0	0	0	0	0	0	0	διαχείριση
administrative	0	0	0	0	0	0	0	0	0	1	διοικητικός
admirable	0	0	0	0	1	0	1	0	0	1	θαυμαστός
admiral	0	0	0	0	0	0	1	0	0	1	ναύαρχος
admiralty	0	0	0	0	0	0	0	0	0	0	ναυαρχείο
admiration	0	0	0	0	1	0	1	0	0	1	θαυμασμός
admire	0	0	0	0	0	0	1	0	0	1	θαυμάζω
admirer	0	0	0	0	0	0	1	0	0	0	θαυμαστής
admissibility	0	0	0	0	0	0	0	0	0	0	δυνατότητα παραδοχής
admissible	0	0	0	0	0	0	1	0	0	1	αποδεκτός
admission	0	0	0	0	0	0	0	0	0	0	άδεια
admit	0	0	0	0	0	0	0	0	0	0	ομολογώ
admittance	0	0	0	0	0	0	0	0	0	0	είσοδος
admitted	0	0	0	0	0	0	0	0	0	0	παράδεκτος
admitting	0	0	0	0	0	0	0	0	0	0	παραδεχόμενοι
admixture	0	0	0	0	0	0	0	0	0	0	μίγμα
admonition	0	0	0	1	0	1	0	0	0	0	νουθεσία
ado	0	0	0	0	0	0	0	0	0	0	φασαρία
adobe	0	0	0	0	0	0	0	0	0	0	πλίθα
adolescence	0	0	0	0	0	0	0	0	0	0	εφηβική ηλικία
adolescent	0	0	0	0	0	0	0	0	0	0	έφηβος
adopt	0	0	0	0	0	0	0	0	0	0	ενστερνίζομαι
adoption	0	0	0	0	0	0	0	0	0	0	υιοθεσία
adorable	0	0	0	0	1	0	1	0	0	0	λατρευτός
adoration	0	0	0	0	1	0	1	0	0	1	λατρεία
adore	0	1	0	0	1	0	1	0	0	1	λατρεύω
adorn	0	0	0	0	0	0	0	0	0	0	στολίζω
adornment	0	0	0	0	0	0	0	0	0	0	στολίδι
adrift	0	1	0	1	0	1	0	1	0	0	ανεμοδαρμένος
adult	0	0	0	0	0	0	0	0	0	0	ενήλικας
adulterated	0	0	0	0	0	1	0	0	0	0	νοθευμένη
adultery	0	0	1	0	0	1	0	1	0	0	μοιχεία
advance	0	1	0	1	1	0	1	0	1	0	προκαταβολή
advanced	0	0	0	0	0	0	1	0	0	0	προχωρημένος
advancement	0	0	0	0	0	0	1	0	0	0	προαγωγή
advancing	0	0	0	0	0	0	0	0	0	0	προχωρώντας
advantage	0	0	0	0	0	0	1	0	0	0	πλεονέκτημα
advantageous	0	0	0	0	0	0	1	0	0	0	επωφελής
advent	0	1	0	0	1	0	1	0	0	1	έλευση
adventure	0	1	0	0	0	0	1	0	0	0	περιπέτεια
adventurer	0	0	0	0	0	0	0	0	0	0	τυχοδιώκτης
adventurous	0	0	0	0	0	0	1	0	0	0	παράτολμος
adversary	1	0	0	0	0	1	0	0	0	0	αντίπαλος
adverse	1	0	1	1	0	1	0	1	0	0	δυσμενής
adversity	1	0	0	1	0	1	0	1	0	0	αντιξοότητα
advertise	0	0	0	0	0	0	0	0	0	0	διαφημίζω
advertisement	0	0	0	0	0	0	0	0	0	0	διαφήμιση
advice	0	0	0	0	0	0	0	0	0	1	συμβουλή
advisable	0	0	0	0	0	0	1	0	0	1	ορθός
advise	0	0	0	0	0	0	1	0	0	1	συμβουλεύω
advised	0	0	0	0	0	0	0	0	0	1	συμβουλεύτηκε
advisement	0	0	0	0	0	0	0	0	0	0	μελέτη
adviser	0	0	0	0	0	0	1	0	0	1	σύμβουλος
advocacy	1	1	0	0	1	0	1	0	0	1	υπεράσπιση
advocate	0	0	0	0	0	0	0	0	0	1	συνήγορος
aegis	0	0	0	0	0	0	0	0	0	0	Αιγίς
aeration	0	0	0	0	0	0	0	0	0	0	εξαερισμός
aerial	0	0	0	0	0	0	0	0	0	0	εναέριος
aerodrome	0	0	0	0	0	0	0	0	0	0	αεροδρόμιο
aerodynamics	0	0	0	0	0	0	0	0	0	0	αεροδυναμική
aeronautics	0	0	0	0	0	0	0	0	0	0	αεροναυτική
aeroplane	0	0	0	0	0	0	0	0	0	0	αεροπλάνο
aesthetic	0	0	0	0	0	0	1	0	0	0	αισθητικός
aesthetics	0	0	0	0	1	0	1	0	0	0	αισθητική
aetiology	0	0	0	0	0	0	0	0	0	0	αιτιολογίας
afar	0	0	0	0	0	0	0	0	0	0	μακρυά
affable	0	0	0	0	0	0	1	0	0	0	καταδεκτικός
affair	0	0	0	0	0	0	0	0	0	0	υπόθεση
affecting	0	0	0	0	0	0	0	0	0	0	συγκινητικός
affection	0	0	0	0	1	0	1	0	0	1	στοργή
affections	0	0	0	0	0	0	0	0	0	0	στοργές
affiche	0	0	0	0	0	0	0	0	0	0	affiche
affidavit	0	0	0	0	0	0	0	0	0	0	Ένορκη βεβαίωση
affiliated	0	0	0	0	0	0	1	0	0	0	συνδεδεμένη
affiliation	0	0	0	0	0	0	0	0	0	0	δεσμός
affinity	0	0	0	0	0	0	0	0	0	0	συγγένεια
affirm	0	0	0	0	0	0	1	0	0	1	επιβεβαιώνουμε
affirmation	0	0	0	0	0	0	1	0	0	0	επιβεβαίωση
affirmative	0	0	0	0	0	0	1	0	0	0	καταφατικός
affirmatively	0	0	0	0	0	0	1	0	0	1	καταφατικά
affix	0	0	0	0	0	0	0	0	0	0	πρόσφυμα
afflict	0	0	0	1	0	1	0	1	0	0	βασανίζω
afflicted	0	0	0	0	0	1	0	0	0	0	ταλαιπωρημένος
affliction	0	0	1	1	0	1	0	1	0	0	θλίψη
affluence	0	0	0	0	1	0	1	0	0	0	αφθονία
affluent	0	0	0	0	0	0	1	0	0	0	άφθονος
afford	0	0	0	0	0	0	1	0	0	0	ΟΙΚΟΝΟΜΙΚΗ δυνατοτητα
affront	1	0	1	1	0	1	0	1	1	0	προσβολή
afield	0	0	0	0	0	0	0	0	0	0	εις τους αγρούς
afore	0	0	0	0	0	0	0	0	0	0	προ
aforementioned	0	0	0	0	0	0	0	0	0	0	προαναφερθείς
aforesaid	0	0	0	0	0	0	0	0	0	0	προλεχθείς
afraid	0	0	0	1	0	1	0	0	0	0	φοβισμένος
afresh	0	0	0	0	0	0	0	0	0	0	εκ νέου
aft	0	0	0	0	0	0	0	0	0	0	πίσω
aftermath	1	0	1	1	0	1	0	1	0	0	συνέπεια
afternoon	0	0	0	0	0	0	0	0	0	0	απόγευμα
aftertaste	0	0	0	0	0	1	0	0	0	0	επίγευση
afterthought	0	0	0	0	0	0	0	0	0	0	δεύτερη σκέψη
aga	0	0	0	1	0	0	1	0	0	1	αγα
agate	0	0	0	0	0	0	0	0	0	0	αχάτης λίθος
age	0	0	0	0	0	0	0	0	0	0	ηλικία
aged	0	0	0	0	0	0	0	0	0	0	ηλικιωμένος
agency	0	0	0	0	0	0	0	0	0	0	πρακτορείο
agent	0	0	0	0	0	0	0	0	0	0	μέσο
agglomeration	0	0	0	0	0	0	0	0	0	0	συσσώρευση
aggravated	1	0	0	0	0	1	0	0	0	0	επιδεινώθηκε
aggravating	1	0	0	0	0	1	0	1	0	0	επιβαρυντικός
aggravation	1	0	1	0	0	1	0	0	0	0	επιδείνωση
aggregate	0	0	0	0	0	0	0	0	0	0	σύνολο
aggregation	0	0	0	0	0	0	0	0	0	0	συσσωμάτωση
aggression	1	0	0	1	0	1	0	0	0	0	επίθεση
aggressive	1	0	0	1	0	1	0	0	0	0	επιθετικός
aggressor	1	0	0	1	0	1	0	0	0	0	επιδρομέας
aghast	0	0	1	1	0	1	0	0	1	0	εμβρόντητος
agile	0	0	0	0	0	0	1	0	0	0	ευκίνητος
agility	0	0	0	0	0	0	1	0	0	0	ευκινησία
agitated	1	0	0	0	0	1	0	0	0	0	ταραγμένος
agitation	1	0	0	0	0	1	0	0	0	0	ανακίνηση
agnostic	0	0	0	0	0	0	0	0	0	0	αγνωστικιστής
ago	0	0	0	0	0	0	0	0	0	0	πριν
agonizing	0	0	0	1	0	1	0	0	0	0	αγωνιώδης
agony	1	0	0	1	0	1	0	1	0	0	αγωνία
agree	0	0	0	0	0	0	1	0	0	0	συμφωνώ
agreeable	0	0	0	0	0	0	1	0	0	1	ευχάριστος
agreed	0	0	0	0	0	0	1	0	0	1	σύμφωνος
agreeing	0	0	0	0	0	0	1	0	0	1	συμφωνώντας
agreement	0	0	0	0	0	0	1	0	0	1	συμφωνία
agricultural	0	0	0	0	0	0	0	0	0	0	γεωργικός
agriculture	0	0	0	0	0	0	1	0	0	0	γεωργία
aground	0	0	0	0	0	1	0	0	0	0	καθισμένος
agua	0	0	0	0	0	0	0	0	0	0	agua
ahead	0	0	0	0	0	0	1	0	0	0	εμπρός
aid	0	0	0	0	0	0	1	0	0	0	βοήθεια
aiding	0	0	0	0	0	0	1	0	0	0	βοηθώντας
ail	0	0	0	0	0	1	0	1	0	0	πονώ
ailing	0	0	0	1	0	1	0	1	0	0	ασθενής
ailment	0	0	0	0	0	0	0	0	0	0	ασθένεια
aim	0	0	0	0	0	0	0	0	0	0	σκοπός
aimless	0	0	0	0	0	1	0	0	0	0	άσκοπος
air	0	0	0	0	0	0	0	0	0	0	αέρας
airbag	0	0	0	0	0	0	0	0	0	0	αερόσακος
airlift	0	0	0	0	0	0	0	0	0	0	αερογέφυρα
airline	0	0	0	0	0	0	0	0	0	0	αερογραμμή
airman	0	0	0	0	0	0	0	0	0	0	αεροπόρος
airplane	0	0	0	0	0	0	0	0	0	0	αεροπλάνο
airport	0	1	0	0	0	0	0	0	0	0	αεροδρόμιο
airs	0	0	1	0	0	1	0	0	0	0	αέρες
airship	0	0	0	0	0	0	0	0	0	0	αεροσκάφος
aisle	0	0	0	0	0	0	0	0	0	0	διάδρομος
ait	0	0	0	0	0	0	0	0	0	0	ait
ajar	0	0	0	0	0	0	0	0	0	0	ημίκλειστος
akin	0	0	0	0	0	0	0	0	0	1	συγγενής
alabaster	0	0	0	0	0	0	1	0	0	0	αλαβάστρο
alarm	0	0	0	1	0	1	0	0	1	0	τρομάζω
alarming	0	0	0	1	0	1	0	0	1	0	ανησυχητικός
alb	0	0	0	0	0	0	0	0	0	1	αλβ
album	0	0	0	0	0	0	0	0	0	0	άλμπουμ
alchemy	0	0	0	0	0	0	0	0	0	0	αλχημεία
alcohol	0	0	0	0	0	0	0	0	0	0	αλκοόλ
alcoholism	1	0	1	1	0	1	0	1	0	0	αλκοολισμός
alcove	0	0	0	0	0	0	0	0	0	0	εσοχή
alert	0	0	0	0	0	0	0	0	0	0	συναγερμός
alertness	0	1	0	1	0	0	1	0	1	0	ετοιμότητα
alerts	0	1	0	1	0	0	0	0	1	0	ειδοποιήσεις
alfalfa	0	0	0	0	0	0	0	0	0	0	αλφάλφα
algebra	0	0	0	0	0	0	0	0	0	0	άλγεβρα
algebraic	0	0	0	0	0	0	0	0	0	0	αλγεβρικός
algorithm	0	0	0	0	0	0	0	0	0	0	αλγόριθμος
alibi	0	0	0	0	0	0	0	0	0	0	άλλοθι
alien	0	0	1	1	0	1	0	0	0	0	εξωγήινο
alienate	1	0	1	0	0	1	0	0	0	0	απαλλοτριώ
alienated	0	0	0	0	0	1	0	1	0	0	αλλοτριωμένος
alienation	1	0	1	1	0	1	0	1	0	0	αποξένωση
alight	0	0	0	0	0	0	0	0	0	0	αναμμένος
aligned	0	0	0	0	0	0	0	0	0	0	ευθυγραμμισμένος
alignment	0	0	0	0	0	0	0	0	0	0	ευθυγραμμία
alike	0	0	0	0	0	0	0	0	0	0	ομοίως
alimentation	0	0	0	0	0	0	1	0	0	0	θρέψη
alimony	0	0	0	0	0	1	0	0	0	0	επίδομα διατροφής
aliquot	0	0	0	0	0	0	0	0	0	0	ομαλός διαιρέτης
alive	0	1	0	0	1	0	1	0	0	1	ζωντανός
alkali	0	0	0	0	0	0	0	0	0	0	αλκαλίο
alkaloids	0	0	0	0	0	0	0	0	0	0	αλκαλοειδή
allay	0	0	0	0	0	0	1	0	0	0	ανακουφίζω
allegation	1	0	0	0	0	1	0	0	0	0	ισχυρισμός
allege	0	0	0	0	0	1	0	0	0	0	ισχυρίζομαι
alleged	0	0	0	0	0	0	0	0	0	0	υποτιθεμένος
allegiance	0	0	0	0	0	0	1	0	0	1	υποταγή
allegorical	0	0	0	0	0	0	0	0	0	0	αλληγορικός
allegory	0	0	0	0	0	0	0	0	0	0	αλληγορία
allegro	0	0	0	0	0	0	1	0	0	0	γοργά
alleviate	0	0	0	0	0	0	1	0	0	0	ανακουφίζω
alleviation	0	0	0	0	0	0	1	0	0	0	ανακούφιση
alley	0	0	0	0	0	0	0	0	0	0	δρομάκι
alliance	0	0	0	0	0	0	0	0	0	1	ΣΥΜΜΑΧΙΑ
allied	0	0	0	0	0	0	1	0	0	1	σύμμαχος
alligator	0	0	0	0	0	0	0	0	0	0	αλλιγάτορας
allocate	0	0	0	0	0	0	0	0	0	0	διανέμω
allocation	0	0	0	0	0	0	0	0	0	0	κατανομή
allot	0	0	0	0	0	0	0	0	0	0	κατανέμω
allotment	0	0	0	0	0	0	0	0	0	0	κατανομή
allowable	0	0	0	0	0	0	1	0	0	0	επιτρεπόμενος
allowance	0	0	0	0	0	0	0	0	0	0	επίδομα
allowed	0	0	0	0	0	0	0	0	0	0	επιτρέπεται
alloy	0	0	0	0	0	0	0	0	0	0	κράμα
allure	0	1	0	0	1	0	1	0	1	0	δελεάζω
alluring	0	0	0	0	0	0	1	0	0	0	δελεαστικός
allusion	0	0	0	0	0	0	0	0	0	0	νύξη
alluvial	0	0	0	0	0	0	0	0	0	0	αλλουβιακός
ally	0	0	0	0	0	0	1	0	0	1	σύμμαχος
almanac	0	0	0	0	0	0	0	0	0	0	ημερολόγιο
almighty	0	0	0	0	0	0	1	0	0	0	παντοδύναμος
aloft	0	0	0	0	0	0	0	0	0	0	ψηλά
aloha	0	1	0	0	1	0	1	0	0	0	αλόχα
alongside	0	0	0	0	0	0	0	0	0	0	παραλληλα
aloof	0	0	0	0	0	1	0	0	0	0	σε απόσταση
aloud	0	0	0	0	0	0	0	0	0	0	μεγαλόφωνως
alphabet	0	0	0	0	0	0	0	0	0	0	αλφάβητο
alphabetical	0	0	0	0	0	0	0	0	0	0	αλφαβητικός
altar	0	0	0	0	0	0	0	0	0	0	Αγια ΤΡΑΠΕΖΑ
alter	0	0	0	0	0	0	0	0	0	0	αλλάζω
alteration	0	0	0	0	0	0	0	0	0	0	μεταβολή
altercation	1	0	0	0	0	1	0	0	0	0	φιλονικία
altered	0	0	0	0	0	0	0	0	0	0	αλλοιώθηκε
alternate	0	0	0	0	0	0	0	0	0	0	εναλλακτικό
alternative	0	0	0	0	0	0	0	0	0	0	εναλλακτική λύση
altitude	0	0	0	0	0	0	0	0	0	0	υψόμετρο
alto	0	0	0	0	0	0	0	0	0	0	κοντράλτο
altogether	0	0	0	0	0	0	0	0	0	0	εντελώς
alumnus	0	0	0	0	0	0	0	0	0	0	απόφοιτος
alveolar	0	0	0	0	0	0	0	0	0	0	φατνιακός
amalgam	0	0	0	0	0	0	0	0	0	0	αμαλγάμα
amalgamation	0	0	0	0	0	0	0	0	0	0	συγχώνευση
amass	0	0	0	0	0	0	0	0	0	0	συσσωρεύω
amateur	0	0	0	0	0	0	0	0	0	0	ερασιτέχνης
amaze	0	0	0	0	0	0	0	0	1	0	καταπλήσσω
amazement	0	0	0	0	0	0	0	0	0	0	έκπληξη
